username,clientes
bradescoagora.com,bradesco
mercado_libre_maracay,mercado livre
edu.agentedigitaloriginal,banco original
investimento_genial_s.a,banco genial
https://www.tiktok.com/@belc6bank/,c6 bank
www.semanalojasamericanas.site,americanas
planodesaudebradescotocantins.com.pesquiseplanosdesaude.com.br,bradesco
https://www.instagram.com/ifood_suporte442/,ifood
notsanchez,desconhecido
https://baixarparaandroid.com/apk/br.com.rodobens.release/,rodobens
nubank.fakeaqui.i,nubank
https://apktume.com/iphone/us/app/1491027250/,desconhecido
bvfinanciiamento,bv financeira
https://pt.modapkdown.com/br.com.ilog.konviva.mobile.v1.amaggi/universidade-amaggi-mod/,desconhecido
https://www.instagram.com/kaadevicari/,desconhecido
https://matjarplay.com/en/app/com.raizen.csonline/,raizen
https://twitter.com/Ifoodcuponss,ifood
kopenhagenloja.app,kopenhagen
*.bradescolivelo.chatempresarial.com,bradesco
ailos-cooperativas.com,ailos
americanas365.com,americanas
bradesco-sacprime.info.gf,bradesco
http://tp23j0irht97alj5.myfritz.net/,desconhecido
maquininhas_mercadopago_ofc,mercado livre
americanas_lafaiete,americanas
julianapiiacente,desconhecido
https://www.tiktok.com/@sociodapetrobras/,petrobras
veronicabustos.bancosantander,santander
consorcio_bancobrasil,banco do brasil
anne.loreal.kerastase,loreal
quintoandar.live2022.com.br,quinto andar
https://c6bank.agenciadiffe.com.br/,c6 bank
empresa_invest_genial.br,banco genial
https://www.instagram.com/ifoodbrasil72/,ifood
www.bradesco.atualizacaopj.online,bradesco
willcastroalves___,will bank
assessoria_financeira_bv,bv financeira
https://instagram.com/codigo_ifood,ifood
raizeon.com,raizen
https://www.instagram.com/c6bank.ajuda_online.sac/,c6 bank
https://c6-canal-de-atendimento.webnode.com/,c6 bank
kopenhagen_hortolandia,kopenhagen
*.cliente-contasimples-net.cf,conta simples
http://dontclickenter.se/,desconhecido
mpago.brasil,mercado livre
bolsadevalores001,b3
secundarias-bradescoacesso.com,bradesco
mercadopago-transacciones.focasoftware.com,mercado livre
bradesconetempresarial.empresas03netempresass.website,bradesco
ww34.bancobradesco.online,bradesco
inter_invest_2023,banco inter
campanhapontos-liveloebradesco.santaviya.com,bradesco
bv_finaceira_,bv financeira
www.financiamentosafra.com.br,safra
http://ifood.idpromocao.com,ifood
chocolatesbrasilcacau_rj,brasil cacau
vendedormercadolivre.com,mercado livre
kecia_santander,santander
https://www.facebook.com/IFOOD-DAS-Promo%C3%A7%C3%B5es-melhores-ofertas-est%C3%A3o-aqui-101191914609223//,ifood
produtosvarejoamericanas.online,americanas
raizen.org,raizen
banco_bv_financeira,bv financeira
bb-atendimento.com.br.pejj.com.br,banco do brasil
raizen-energy.com,raizen
viviane_rodobensraja_,rodobens
https://sites.google.com/view/suporteconsig/in%C3%ADci,c6 bank
https://www.instagram.com/empreendendo.com.ifood/,ifood
www.amilone.360beneficios.com.br,desconhecido
coporatecentralpj-suporte-bb.cfd,banco do brasil
*.bradescosaudevendasbrasil.com.br,bradesco
banconubank.zendesk.com,nubank
saura.maisbb.josiane,banco do brasil
www.einsteinhospital.com,einstein
willcastroalves1,will bank
americanas_sa_rioverde,americanas
https://alandroidnet.com/appdetail-rqaSpJeh.html,desconhecido
cieloagreste,cielo
https://www.instagram.com/c6bank_suporte_sac5/,c6 bank
questoes.bb2023,banco do brasil
http://en.lafayettehomeschool.org/,desconhecido
maisbbnepomuceno,banco do brasil
genialinvestimentoss,banco genial
agoramudandoparablack.com,desconhecido
https://prana.tec.br/pagina-c6-bank-02/,c6 bank
fernanda_dr_pix,desconhecido
nubank.com_,nubank
https://instagram.com/segredos_do.ifood_delivery,ifood
http://test.ref.gcp.gnrg-osdu.projects.epam.com/,desconhecido
contragolpebrasil,desconhecido
www.particulares-bancosantander-151902cb.noleggiobicimilano.com,santander
https://www.ulltrapan.com/,banco pan
n2brdesconetempresaonline.com,bradesco
https://www.instagram.com/maquininhasc6bank/,c6 bank
correspondentebb_sg,banco do brasil
nubank0908,nubank
*.cliente-livelo.me,livelo
https://apkpure.com/br/banco-do-brasil/br.com.bb.android/download/3130-XAPK-ae9d64c4b3525a0db9f39d54da3e2bb4,banco do brasil
bradesco101.com,bradesco
*.bancodobradesco.com,bradesco
https://www.tiktok.com/@c6bank792/,c6 bank
rosa.consorcios,desconhecido
ww16.bradescard.online,bradesco
https://steprimo.com/android/us/app/com.bancofibra.app/Banco-Fibra/,banco fibra
representante_c6bank,c6 bank
lenilson_bradesco_rocinha,bradesco
https://www.instagram.com/c6bank_______suport/,c6 bank
rebecagianinifinanciamento,desconhecido
https://www.tiktok.com/@ifoodifood408/,ifood
brasdex.com,bradesco
conta-digitalbanc0inter.com,banco inter
https://c6consig1.com.br/,c6 bank
mercado_credito_,mercado livre
https://home-simplescontarapida.com/#/?_ga=UBWXL7kmHD38TVIRNNDl&op=xBaTDrLoJTUv8U74xkPhNdpjm7wOFlbUn5x3w6DqrXgMTuYHVg23RL5kfzlNL27OFfyFgftfTyxDHquKk72MmKfDUtR1qbMAdMlCofLbT8bnqZdE5pPdipslKGSJs0wLvIM6rqTV3nCuVAyNcihfX0O9WfTUrsY61nRgKLpoJu,conta simples
https://coggle.it/diagram/WgmOsDvR8gAB-Fxs/t/rodobens-backlog,rodobens
https://www.instagram.com/ifoodcupons_ofc/,ifood
https://www.tiktok.com/@joao.petrobras1997/,petrobras
estergoomesalves.cf,desconhecido
bvfinancasboleto.online,bv financeira
bbmais_correpondente,banco do brasil
https://c8ke.com/Solicite,desconhecido
bancobradesco.2020merecepontoslivelo.com,bradesco
avenues.us,avenue
beata.edukator,desconhecido
growfsolucoes.online,desconhecido
mifid.bancosantander.es,santander
liquida_amedigital,ame digital
https://www.instagram.com/time.neon.suport/,neon
https://www.facebook.com/ifood.deliveri,ifood
eop.nubank.tech,nubank
kopenhagen_baixadasantista,kopenhagen
quintoandr,quinto andar
americanas_quintinobocaiuva,americanas
portalresgatedepontoslivelo.com,livelo
https://www.modapkdown.com/com.votorantim.app.apar/parceiro-bv-mod/,votorantim
medcel.puccont,desconhecido
nao_use_inter,banco inter
www.unibes.attamidia.com.br,desconhecido
bbcdigital_suporte,banco do brasil
https://steprimo.com/iphone/us/app/1037433060/Shell-Box-Pague-e-Ganhe/,shell
superiorgruposeb,desconhecido
vwvolksltda.online,banco volkswagen
https://www.tiktok.com/@ifoodifood215/,ifood
https://sites.google.com/view/quitacredito-volkswagen-oficia,banco volkswagen
mercadopagodescontovip,mercado livre
minhavwacessoria.com,desconhecido
https://www91.app-acesso-rapido-contasiimplles.online/login/,conta simples
portal-seg.uat.vwfs-br-sandbox.vwfs.io,desconhecido
ifood_santoamaro,ifood
http://folhasaopaulo.com/,desconhecido
https://twitter.com/BancoInterCami2,banco inter
isacsantosnovaes,desconhecido
https://conta-siimples.com/login,conta simples
http://amc-americanas.com/,americanas
https://www.instagram.com/fabriciogoncalvez__/,desconhecido
santander-consumer.luigiheladeria.com,santander
https://www.instagram.com/ifood_brasil._/,ifood
http://www.jieli-ux.com/,desconhecido
bradescopjsuporte.zapto.org,bradesco
lucascostaaat,desconhecido
www-americanas.com,americanas
https://apkpure.com/shell/com.shell.sitibv.retail/download,shell
https://apkfun.com/Carteira-B3.html,b3
americanas.xyz,americanas
ifood6075.zendesk.com,ifood
https://apkfun.com/down_Acelera.8347886.html,desconhecido
www.fundao-bradesco.airbagjump.com.br,bradesco
*.coporate-centra-suporte-bb.cfd,banco do brasil
https://www.tiktok.com/@bbcdigital/,desconhecido
*.auto-atemdimento-bb-suporte.buzz,banco do brasil
https://www.tiktok.com/@ifoodifood939/?,ifood
servidor_c6,c6 bank
liveloclube.com,livelo
falevolks.com,banco volkswagen
safraantecipacoes.com,safra
https://apkdownload.com/ObraSoft-Comgas/br.com.obrasoftcomgas.html,comgas
https://www.instagram.com/c6bankbandeiras/,c6 bank
amanda_suportec6bank,c6 bank
bvfinanceira.online1,bv financeira
lucasandrade2002,desconhecido
rozileneagenteoriginal,banco original
https://homeentreweb-acessoagorarapido.com/#/?_ga=Ywi9oJ6dd4zXMxSKe07x&op=DBWWnHERF6qIXhs2tWPPRN6ZPS0EzWCNI8VmZtgLbrPrqBOgHn36kaPJAVCrRG4svdtRYnEqGeD3kB5pkTmV00wEAxDbeAbCSVDp5aMCh762wzu3cxCC5trLCKo2BTZxIRsZbuMyE0LA7tx4e4qk9Pdp2bSSCC93EDO8VLojwu,desconhecido
https://pt.scribd.com/doc/233682267/Lista-Moura-Dubeux,grupo moura
ygup.store,desconhecido
atendimentoaoclintebv.com,bv financeira
ambev8738.zendesk.com,ambev
bradesco.email,bradesco
assessoriacontratobv,bv financeira
jhonatanfagnernoronha,desconhecido
https://github.com/MonitoramentoOnline/MonitoramentoOnLine/blob/d42e419dec3861356f02ed0c681f45d7498cf29a/POCRAIZEN.API/Web_appprime3.config,raizen
bancodobrasilcorrespondente,banco do brasil
http://mail.epantazo.com/,desconhecido
https://www.hiapkdownload.com/vamos-seminovos/br.com.grupovamos.vamosavaliar/com.newmod.vamos-seminovos-1-1-1/downloading.html,desconhecido
https://sites.google.com/view/volkswonline/in%C3%ADcio,banco volkswagen
bradesco-contato.australiaeast.cloudapp.azure.com,bradesco
fabriciogoncalvez23,desconhecido
https://contadigital-banc0inter.com/,banco inter
https://www.instagram.com/neon_atendimento_online_/,neon
*.bancosantander2020online.org,santander
novospontolivelo.info,livelo
willcastroalvess,will bank
www.bradesco.planosdesaudebaratos.com,bradesco
http://daviswilliamsportfolio.com/,desconhecido
https://www.instagram.com/comer_degracanoifood/,ifood
http://cpanel.castle-lion.com/,desconhecido
https://instagram.com/bancooriginal98/,banco original
labor-aon-muenchen.com,desconhecido
santanderayuda.xyz,santander
portodoacubreja,porto do acu
*.amedigitalpage.store,ame digital
*.bradescosaudebelem.com.br,bradesco
https://linklist.bio/finaciamentoo.com,desconhecido
atendimento_nubank.24hrs,nubank
www.eclaims.cnpsantander.es,santander
rdstationestela,desconhecido
bradesco.grupozoe.com.br,bradesco
junopj.net,desconhecido
boletopanbrasil.com,banco pan
*.impremiosmovida.com.br,movida
https://www.instagram.com/sac_timeneon.sp/,neon
bndaymoreassessoria.com,santander
https://www.instagram.com/representantec6paygo/,c6 bank
https://www.instagram.com/btg_investimentos/,btg pactual
bradescarleilaooficial.com,bradesco
kopenhagen_novohamburgo,kopenhagen
https://www.instagram.com/emprestimosonlinerapido/,votorantim
www.bradescosorocaba.flacorretora.com.br,bradesco
www.mercadolivre00.com,mercado livre
https://instagram.com/banco_____original,banco original
*.hipotecasantander.xyz,santander
https://www.99images.com/apps/business/com.raizen.treinamentosshell/download-for-pc-windows-mac,raizen
michelle__bonfa,shell
https://www.instagram.com/bv_emprestimos/,bv financeira
amedlgital.club,ame digital
www.bmemprestimos.com.br,desconhecido
felipeconsorcio21,desconhecido
https://www.instagram.com/deborammelo/,desconhecido
*.securbanco-santander.com,santander
https://instagram.com/eduardocostac6bank,c6 bank
https://www.instagram.com/pau_logar/,votorantim
financeirabtg.com,btg pactual
www.bradesco.contacorrente.online,bradesco
peguepontosbb.com,banco do brasil
petrobras.x,petrobras
super_queima_americanas,americanas
raizen-china.ru,raizen
www.appliveloresgate.com,livelo
https://www.apkonline.net/movida-aluguel-de-carros-e-reservas/br.com.appfactory.movida?amp=1,movida
www.autoatendimentof-gf-acesso-bb.com,banco do brasil
http://belmontrealty.net/,desconhecido
http://www.actinidesolutions.visualhike.com/,desconhecido
https://instagram.com/fabriciogoncalvez75,desconhecido
https://instagram.com/ifoodrappifloripa,ifood
drogariasaopaulo_ll,dpsp
particulares.bannosantander.com,santander
bradesco-acessodiamond.com,bradesco
https://brextramarket.com/,desconhecido
wwws.b8.bancobradesco.com.br.aksi.id,bradesco
http://mariposasupply.com/,desconhecido
movidaindaiatuba,movida
avenue-us.com,avenue
patiorodo-bensdeveiculos.com,rodobens
pontosbb.club,banco do brasil
http://www.christopherbaugher.com/,desconhecido
https://www.instagram.com/ifood_.suporte1/,ifood
https://twitter.com/einsteinbr,einstein
https://www.apkmirror.com/apk/banco-do-brasil-sa/banco-do-brasil/banco-do-brasil-8-20-0-1-release/banco-do-brasil-8-20-0-1-android-apk-download/,banco do brasil
https://linklist.bio/lojaportal.com,desconhecido
fazer_emprestimos.naconta,desconhecido
netempresa896new7.com,bradesco
https://www.instagram.com/c6bankpe1/,c6 bank
https://apkpanda.com/com.c6bank.app/download,c6 bank
https://pt.scribd.com/document/507383529/Dutos-Flexiveis-e-Umbilicais-Parte-5,desconhecido
americanas.sa044,americanas
https://www.instagram.com/marcio_alexandre.gerente/,desconhecido
netempresaon-003.com,bradesco
americanas2.com,americanas
*.bankc6.com,c6 bank
bancooppan,banco pan
*.ib-conta-slmpies.com,conta simples
creditosantander.com.br,santander
https://www.instagram.com/neon.sac_ajuda_atendimento/,neon
bancobradesco.suporteaoresgatepontos.com,bradesco
mercadolivreparaguay.com,mercado livre
raizen.co,raizen
https://ru.appstia.com/apps/S%C3%ADrio-Liban%C3%AAs/br.org.hsl.siriolibanes,sírio-libanês
raizens-brazil.com,raizen
https://www.raizen.info/,raizen
euvocenaamericanas.shop,americanas
joaocarlos_will,will bank
americanas_sa_ibotirama,americanas
emprestimos_contrate.online,desconhecido
https://www.instagram.com/c6_suportes/,c6 bank
www.safra.io,safra
nubank_ivestimentos,nubank
https://instagram.com/Ifoodcodigo15,ifood
planobradescosaude.net,bradesco
https://www.instagram.com/frotacomgas/,comgas
medcel_facid,desconhecido
https://sites.google.com/view/volkswagen-portalonline/p%C3%A1gina-inicial,banco volkswagen
https://www.instagram.com/c6bank_suporte_online/,c6 bank
lopesequintoandar.com.br,quinto andar
https://www.facebook.com/profile.php?id=100088619571362,desconhecido
www.consalco.net,desconhecido
https://www.instagram.com/dreduardomellof/,desconhecido
https://steprimo.com/android/us/app/br.com.rodobens.pecas/Pe%C3%A7as-Rodobens/,rodobens
_vendas_online_marketing_,desconhecido
*.pontualiveloonline.com,livelo
www.bradescosaude.brokermix.com.br,bradesco
https://www.instagram.com/rodobensitzoficial/,rodobens
*.bbmobiledigital.online,banco do brasil
brasilcacau_jaraguaararaquara,brasil cacau
http://carrepair4.rancherstech.net/,desconhecido
eve.machryfanclub,desconhecido
bradescodental.vendas.store,bradesco
clubelivelobradesco.info,bradesco
resgate-bblivelo.info,banco do brasil
santander_financeira,santander
https://www.instagram.com/anportilhol/,desconhecido
luiz.caldeira_rodobens,rodobens
emprestimoshoje,desconhecido
https://biolinky.co/suportedevolucaoemprestimo,c6 bank
http://cpanel.epantazo.com/,desconhecido
nubank_avkn,nubank
*.portal-atendimentoprimebradesco2023.online,bradesco
carlos.jusbrasil,jusbrasil
https://www.instagram.com/noc6bank/,c6 bank
natal-americanas.com,americanas
bancodoaposentado.com.br,c6 bank
www.safranegocios.xyz,safra
corporativobradesco.elo.com.br,bradesco
https://www.instagram.com/sac_c6bank_atendimento_/,c6 bank
acesso-serpro.bradescoautore.com.br,bradesco
contestacao-ourocard.org,banco do brasil
bancosantander.yatuaire.ovh,santander
c6bank.eliane,c6 bank
https://www.instagram.com/time_neon_suportes_._/,neon
banco_pan_ajudaa,banco pan
https://btg-pactualweb2.blogspot.com/,btg pactual
https://github.com/S4T0RU/app/blob/b5a8f3c1cbeb14a707b10dd26df3f0625a87807f/update,c6 bank
contasimples.online,conta simples
https://www.instagram.com/bv.bank/,bv financeira
*.contasimples-cliente-net.ga,conta simples
https://github.com/qa-sensedia/poc_shellbox/blob/68a73791a9acffacdc37b9019d43ed3e43654c87/src/test/java/br/com/TesteApiHelper/MassaDeDados.java,shell
http://safra.webprogramadepontoclub.tech/,safra
www.cartoesnfc.bradesco.com.br,bradesco
ataqueescolas,desconhecido
https://www.instagram.com/c6bank_sac.atendimento.ajuda/,c6 bank
falevwsf.com,desconhecido
quintoandarbh,quinto andar
bradesco.pjnavegador.com,bradesco
sigilo_.6ano,desconhecido
https://www.instagram.com/rodobensboituva/,rodobens
https://www.instagram.com/movida.locadora/,movida
bradescfinasassessoria.com,bradesco
www.santander-quitacao.cf,santander
contasimplesbr.tech,conta simples
conta-digitalbanc0inter.com,banco inter
rodrigues.multimaquinas,desconhecido
https://www.instagram.com/time_neonajuda/,neon
bradesco_sac_ouvidoria,bradesco
kerastase_shu_uemura_albania,desconhecido
appresgatebb.com,desconhecido
login-bancosantander.com,santander
traefik.fc-7512-update-lendico.dev.fincompare.de,desconhecido
*.mercadolivres.link,mercado livre
mail.ailos-viacredi.online,ailos
https://contadigital-banc0inter.com/conectar.php,banco inter
bancopan_ofical,banco pan
bancodobrasil-livelo.com,banco do brasil
https://www.hiapkdownload.com/fretebras-checkin/br.lgfelicio/v.10.14.0/download.html,fretebras
lojasamericanassaogoncalo,americanas
consorciovolkswagenal,banco volkswagen
c6bankpatricia,c6 bank
contaanubankk.sytes.net,nubank
bancosantanderfinanciamento,santander
cpflsolucoes,cpfl
https://www.instagram.com/trembao.trembao/,desconhecido
https://www.facebook.com/Comer-de-gra%C3%A7a-no-Ifood-114790376890007/,ifood
mercadolivre.sisttel.com,mercado livre
www.bradescosaudeaqui.com.br,bradesco
ww1.bradescofinanceira.com.br,bradesco
www.bradescoplanosoficial.com.br,bradesco
www.brandtemprestimos.com,desconhecido
www.nubankbo.ydreams.global,nubank
